id,gene,chr,fpos,tpos,strand,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50
cg00002182,Gene2915,8,69629720,69629720,+,0.95,0.88,0.05,NA,0.3,0.57,0.94,0.45,0.97,0.59,0.53,0.85,NA,0.19,0.51,0.48,0.31,0.44,0.33,0.76,0.41,0.1,0.45,0.46,0.51,0.88,0.4,0.75,0.12,0.78,0.53,0.71,0.82,0.75,0.57,0.11,0.9,0.46,0.6,0.35,0.32,0.33,0.62,0.25,0.25,0.63,0.47,0.4,0.34,0.78
cg00002183,Gene4441,Y,54760521,54760521,+,0.13,0.61,0.25,0.26,0.3,0.92,0.61,0.65,0.76,0.01,0.05,0.78,0.49,0.64,0.35,0.07,0.32,0.01,NA,0.18,0.76,0.25,0.18,0.36,0.18,0.47,NA,0.79,0.06,0.98,0.71,0.0,0.15,0.66,0.23,0.18,0.13,0.87,0.95,NA,0.64,0.56,0.11,0.3,0.98,0.57,0.35,0.52,0.58,0.73
cg00002184,Gene4604,19,50013387,50013387,+,0.96,0.47,0.48,NA,0.7,0.51,0.87,0.6,0.91,0.65,0.49,0.3,0.27,0.35,0.19,0.76,NA,0.01,0.43,0.37,0.36,NA,0.24,0.9,0.3,0.79,0.31,0.64,0.35,0.94,0.27,0.72,NA,0.13,0.2,0.61,0.32,0.55,0.6,0.82,0.46,0.22,0.76,0.76,0.55,0.46,NA,0.55,0.83,0.53
cg00002185,Gene2118,1,80059245,80059245,+,0.34,0.07,0.6,0.9,0.49,0.15,0.86,0.12,0.92,0.16,0.65,0.44,0.88,0.18,0.05,0.45,0.16,0.63,0.06,0.04,0.21,0.18,0.4,0.49,0.29,0.83,0.43,0.29,0.67,0.46,0.87,0.88,0.01,0.57,NA,0.38,0.47,NA,0.75,0.89,0.14,0.96,0.14,NA,0.79,0.19,0.43,0.6,0.21,0.73
cg00002186,Gene278,15,78112398,78112398,+,0.36,0.53,0.89,0.96,NA,0.78,0.27,0.02,0.57,0.26,0.12,0.56,0.19,0.0,0.62,0.85,0.63,0.67,0.64,0.61,0.71,0.09,0.92,0.77,0.65,1.0,0.36,0.46,0.2,0.39,0.51,0.66,0.58,0.16,0.63,0.28,0.22,0.78,0.86,0.12,0.99,0.17,NA,0.22,0.2,0.43,0.9,0.84,0.19,0.87
cg00002187,Gene1396,20,94576186,94576186,+,0.73,0.93,0.08,0.31,0.98,0.54,0.3,0.92,0.85,0.73,NA,NA,0.43,0.94,0.12,0.48,0.63,0.99,0.91,0.3,0.67,0.94,0.26,0.39,0.51,0.35,0.56,0.87,0.89,0.42,0.07,0.7,0.05,0.21,0.71,0.34,0.95,0.46,0.23,0.91,0.08,0.07,0.07,0.13,0.21,NA,0.3,NA,0.78,0.12
cg00002188,Gene4750,7,45715905,45715905,-,0.91,0.04,NA,0.21,0.54,0.67,0.53,0.92,0.86,0.85,0.52,0.7,0.81,0.71,0.26,0.06,0.76,NA,0.33,0.78,NA,0.24,0.38,0.19,0.04,0.23,0.51,0.37,0.67,0.77,NA,0.27,0.16,0.79,0.87,0.32,0.76,0.38,0.54,0.21,0.76,0.47,0.69,0.38,NA,0.61,0.63,0.66,0.39,NA
cg00002189,Gene3715,1,20540954,20540954,-,0.81,0.79,0.92,0.39,0.05,0.4,0.49,0.45,0.11,0.75,0.7,0.09,0.07,0.7,0.28,0.83,0.74,NA,0.82,0.53,0.23,0.74,0.2,0.36,0.93,0.12,0.98,0.39,0.6,0.33,0.38,0.53,0.83,0.2,0.05,NA,0.78,0.12,0.66,0.3,0.41,0.61,0.08,0.52,0.36,0.91,0.97,0.33,0.0,0.79
cg00002190,Gene2117,13,84899561,84899561,+,0.75,0.08,0.64,0.53,0.72,0.68,0.8,0.12,0.41,0.61,0.15,0.37,0.61,0.32,0.91,0.26,0.23,0.54,0.54,0.17,0.36,0.67,0.61,0.87,0.92,0.09,0.29,0.99,0.98,0.06,0.02,0.2,0.62,0.17,0.29,0.03,0.74,0.89,0.94,0.68,0.27,NA,0.84,NA,0.2,0.49,0.48,0.24,0.16,0.25
cg00002191,Gene4037,13,62361585,62361585,-,0.9,0.04,NA,0.28,0.93,0.1,0.67,0.12,0.13,0.68,0.05,0.56,0.49,0.99,0.83,0.49,0.19,1.0,0.26,0.71,0.42,0.57,0.02,0.47,0.26,0.39,0.37,0.97,NA,0.74,0.91,0.39,0.2,0.89,0.51,0.17,0.9,NA,0.03,0.47,0.79,0.68,0.14,0.47,0.68,0.92,0.69,0.78,0.17,0.02
cg00002192,Gene4147,3,66862095,66862095,-,0.64,0.32,0.41,0.6,0.47,0.79,0.33,0.21,0.96,0.82,0.37,0.58,0.29,0.64,0.8,0.03,0.78,NA,0.01,0.53,0.41,0.3,0.4,0.64,NA,0.43,0.06,0.44,0.44,0.45,0.91,0.66,0.86,0.2,0.55,0.54,0.38,0.68,0.0,0.22,0.0,0.53,0.83,0.16,0.03,0.83,0.98,0.52,0.85,0.53
cg00002193,Gene2418,17,46381999,46381999,+,0.12,0.3,0.36,0.36,0.5,0.39,0.75,0.71,0.32,0.69,0.14,0.21,0.21,0.25,0.59,0.8,0.03,0.23,0.56,0.38,0.01,0.21,0.84,0.97,0.98,0.52,0.79,0.99,0.43,0.16,0.56,0.76,0.65,0.42,0.67,0.67,0.74,0.97,0.08,0.75,0.68,0.62,0.18,0.22,0.41,0.98,0.44,0.29,0.13,1.0
cg00002194,Gene2810,15,52874988,52874988,-,0.65,0.38,0.62,0.75,0.13,0.27,0.14,0.26,0.84,0.45,0.22,0.06,NA,0.02,0.76,NA,0.27,0.67,1.0,0.64,0.47,0.66,0.13,0.93,0.22,NA,0.17,0.92,0.97,0.42,0.48,0.79,0.96,0.72,0.65,0.08,1.0,NA,0.39,0.21,0.6,0.76,0.83,0.37,0.51,0.26,NA,0.1,0.75,0.48
cg00002195,Gene2522,8,30511434,30511434,-,0.3,0.8,0.95,NA,0.69,0.83,0.66,0.76,0.45,0.13,0.56,0.27,0.34,0.27,0.09,0.43,0.9,0.5,0.99,0.78,0.56,0.29,0.8,0.82,NA,0.44,0.23,0.45,1.0,0.78,0.51,0.34,0.71,0.78,0.15,0.16,0.39,0.07,0.45,0.13,0.62,0.32,0.26,0.63,NA,0.66,0.17,0.33,0.35,0.18
cg00002196,Gene4067,6,87441237,87441237,-,0.15,0.4,0.92,0.14,0.97,0.63,0.46,0.79,0.27,0.5,0.34,0.2,0.36,0.73,0.48,0.59,0.86,0.62,NA,0.27,0.8,0.79,0.95,0.27,0.8,0.39,0.94,0.76,0.3,0.49,1.0,0.25,0.77,0.95,0.07,0.26,0.62,0.33,0.48,0.31,0.45,0.53,NA,0.78,0.93,0.29,0.6,0.48,0.73,0.42
cg00002197,Gene4614,2,63579027,63579027,+,0.03,0.87,0.09,0.87,NA,0.78,0.58,0.85,0.91,0.28,0.91,0.53,0.35,0.22,0.6,0.33,0.52,0.63,0.72,0.81,0.54,0.59,0.78,0.15,0.03,0.9,0.15,0.12,0.93,0.36,0.64,0.52,0.35,0.58,NA,0.19,0.36,0.22,0.96,0.18,0.62,0.33,0.78,NA,0.78,0.24,0.81,0.24,0.65,0.47
cg00002198,Gene2570,4,82679041,82679041,+,0.76,0.63,0.79,0.46,0.99,0.15,0.84,NA,NA,0.54,0.47,0.95,0.61,NA,NA,0.85,0.3,0.49,0.53,0.66,0.77,0.81,NA,0.42,0.7,0.64,0.81,0.08,0.74,0.26,0.93,0.28,0.01,0.91,0.38,0.53,0.62,0.25,0.5,0.94,0.92,0.61,0.54,0.07,1.0,0.32,0.51,0.8,0.6,0.01
cg00002199,Gene3744,17,1467834,1467834,-,0.72,0.93,0.06,0.83,0.6,0.98,NA,0.83,1.0,0.19,0.64,0.86,0.51,0.12,0.99,0.55,0.43,0.4,0.01,0.91,0.59,0.77,0.8,0.55,0.49,0.38,0.74,0.35,0.6,0.95,0.15,0.68,0.88,0.98,0.22,0.42,0.94,0.57,0.9,0.58,0.82,0.84,0.15,0.26,0.27,0.93,0.53,0.84,0.74,0.29
cg00002200,Gene1048,8,46055573,46055573,-,0.47,0.84,0.4,0.51,0.5,0.44,0.19,0.86,0.85,0.71,0.46,0.66,0.25,0.58,0.85,0.73,0.71,0.66,0.11,0.52,0.66,0.79,0.46,NA,0.03,0.38,0.9,NA,0.51,NA,0.1,0.6,0.87,0.08,0.05,0.75,NA,0.46,0.25,0.84,0.92,0.08,0.79,0.99,0.57,0.62,0.62,0.3,0.18,0.01
cg00002201,Gene2470,15,27501779,27501779,-,0.6,0.38,0.45,0.48,0.27,0.58,0.02,0.04,0.11,0.77,0.91,0.29,0.0,NA,0.77,0.49,NA,0.71,0.57,0.7,0.24,0.11,0.52,0.39,0.81,0.97,0.4,0.51,0.45,0.08,0.04,0.9,0.58,0.61,0.37,0.44,0.95,0.41,0.83,0.62,0.16,0.37,0.43,0.25,0.01,0.31,0.83,0.31,NA,0.53
cg00002202,Gene942,15,36172702,36172702,-,0.76,0.41,NA,0.45,0.98,0.98,0.47,0.16,0.03,0.45,0.2,0.48,0.98,0.49,0.99,0.88,0.05,0.4,0.18,0.13,NA,0.67,0.28,0.69,0.97,0.12,0.14,0.07,0.41,0.07,0.7,0.99,0.18,0.49,0.75,0.89,0.94,0.3,0.5,0.15,0.56,0.41,0.83,0.42,0.56,0.53,0.84,0.0,0.22,0.58
cg00002203,Gene2898,22,7300941,7300941,-,0.13,0.15,0.02,0.81,0.08,0.56,0.31,0.95,0.95,0.73,0.95,0.54,0.77,NA,0.78,0.21,0.86,0.14,0.62,0.15,0.74,0.64,0.2,0.79,0.36,0.53,0.31,0.62,0.57,0.23,0.47,0.17,0.05,0.47,0.2,0.98,0.55,0.01,0.78,0.65,0.75,0.45,0.42,0.44,0.44,NA,0.57,0.23,NA,0.42
cg00002204,Gene3381,4,3607479,3607479,+,0.09,0.3,0.9,0.97,0.04,0.37,0.06,0.68,0.4,0.98,0.56,0.78,0.03,0.81,0.92,0.33,0.16,0.7,0.61,0.51,0.74,0.35,0.44,0.89,0.99,0.84,0.2,0.89,0.72,0.09,0.78,0.06,0.24,0.91,0.35,0.52,0.86,0.7,0.72,0.75,0.71,0.19,0.09,0.66,0.12,0.82,0.37,NA,0.4,0.61
cg00002205,Gene4316,8,5569019,5569019,+,0.37,0.38,0.27,NA,0.75,0.9,0.71,0.03,0.2,0.98,0.78,0.14,0.75,0.26,0.68,0.53,0.43,0.77,0.99,0.25,0.78,0.92,0.93,0.74,0.14,0.66,0.43,0.72,0.1,0.02,0.87,0.34,0.02,0.45,0.37,0.62,0.32,0.4,NA,0.18,NA,0.95,0.66,0.6,0.75,0.25,0.33,0.72,0.95,0.2
cg00002206,Gene2997,11,8991043,8991043,+,0.62,0.11,0.86,0.35,0.73,0.49,0.24,0.12,0.3,0.76,0.2,0.97,0.12,0.44,0.1,0.83,0.66,0.26,0.34,0.88,0.22,0.69,0.86,0.64,0.8,0.53,0.84,0.03,0.15,NA,0.16,0.26,0.07,0.38,0.6,0.12,0.68,0.56,0.48,0.09,0.18,0.09,0.22,0.65,0.07,NA,0.12,0.55,0.4,0.88
cg00002207,Gene621,X,74344196,74344196,-,0.36,0.54,0.13,0.69,0.87,0.61,0.83,0.21,0.42,0.53,0.72,0.98,0.76,0.74,0.54,NA,0.24,0.96,0.05,0.85,0.06,0.8,0.29,0.22,0.11,0.67,0.64,0.82,0.76,0.21,0.22,0.35,0.04,0.77,NA,0.14,0.48,0.82,0.08,0.67,0.56,0.53,0.99,0.58,0.74,0.39,0.34,0.3,0.45,0.32
cg00002208,Gene423,1,30837021,30837021,+,NA,0.93,0.85,0.87,0.64,0.97,0.31,0.49,0.99,0.45,0.19,0.64,0.16,0.31,0.86,0.55,0.32,0.69,0.19,0.38,0.57,0.48,NA,0.92,0.21,0.46,0.16,0.17,0.05,0.3,0.05,0.05,0.64,0.47,0.68,0.06,0.48,0.04,0.7,0.43,0.06,0.96,0.35,0.43,0.94,0.47,0.74,0.4,0.72,0.72
cg00002209,Gene1529,3,35056898,35056898,+,0.02,0.12,0.97,0.23,0.11,0.13,0.41,0.64,NA,0.88,0.83,0.4,0.87,0.74,0.22,0.35,0.97,0.2,0.98,0.7,0.12,NA,0.21,0.67,0.27,0.45,0.19,0.08,0.7,0.52,0.09,0.63,0.19,0.55,0.56,0.83,0.51,0.61,0.25,0.95,0.11,0.99,0.98,0.05,0.69,0.34,0.3,0.64,0.56,0.53
cg00002210,Gene3061,21,2536972,2536972,-,0.9,0.35,0.85,0.99,0.96,NA,0.29,0.26,0.89,0.44,0.32,0.61,0.48,0.09,0.65,0.93,0.35,0.23,0.36,0.8,0.01,0.6,0.25,NA,0.62,0.2,1.0,0.54,0.33,0.67,0.55,0.19,0.52,0.31,0.93,0.48,NA,0.39,0.74,0.2,0.63,0.51,0.44,0.71,0.34,0.38,0.59,0.89,0.73,0.13
cg00002211,Gene3085,8,40636495,40636495,-,0.58,0.77,0.29,0.13,0.76,0.09,0.76,0.91,0.23,0.25,0.45,0.94,0.32,0.09,0.52,NA,0.01,0.81,0.72,0.49,0.28,0.74,0.93,0.13,0.19,0.56,0.85,0.83,0.01,0.73,0.31,0.24,0.25,0.0,0.02,0.18,0.2,0.32,0.04,0.46,0.15,NA,0.36,0.74,0.5,0.16,0.06,0.04,0.55,0.81
cg00002212,Gene4675,2,58572194,58572194,+,0.68,0.68,0.33,0.4,0.34,0.74,0.72,0.76,NA,0.16,0.64,0.29,0.93,0.98,0.07,0.69,0.53,0.19,NA,0.82,0.38,0.16,0.79,NA,0.21,0.84,0.56,0.99,0.45,0.94,0.11,0.63,0.35,0.13,0.49,0.04,0.82,0.91,0.39,0.78,0.78,0.63,0.71,0.23,0.78,0.61,0.88,0.9,0.28,0.75
cg00002213,Gene740,6,72635287,72635287,+,NA,0.02,0.05,0.13,0.11,0.34,0.35,0.23,0.75,0.31,NA,0.61,0.86,0.76,0.05,0.23,0.82,0.39,0.12,0.6,0.56,0.52,0.24,0.95,0.99,0.29,0.74,0.16,0.48,0.85,0.79,0.21,0.27,0.18,0.36,0.37,0.7,0.42,NA,0.47,0.8,0.08,0.94,0.35,0.69,0.89,0.25,0.54,0.52,0.71
cg00002214,Gene2816,22,59819535,59819535,-,0.28,NA,0.49,0.59,0.63,0.36,0.31,0.98,0.11,0.5,0.36,0.92,0.38,0.31,0.22,0.79,0.88,0.56,0.93,0.84,0.37,0.45,0.1,0.84,0.78,0.66,0.79,0.41,0.82,0.32,0.13,0.61,0.56,0.5,0.69,0.71,0.4,0.59,0.99,0.18,0.48,0.33,0.39,0.99,0.94,0.91,0.05,0.74,0.07,0.47
cg00002215,Gene4295,18,7929575,7929575,-,0.19,NA,NA,0.25,0.05,0.01,0.98,0.16,0.89,0.14,0.65,0.06,0.99,0.87,0.15,0.01,0.98,0.07,0.84,0.73,0.74,0.27,0.99,0.66,0.85,0.3,0.46,0.46,0.23,0.45,0.13,0.03,0.77,0.25,0.33,0.15,0.71,0.28,0.2,0.97,0.03,0.02,0.69,0.71,0.6,NA,0.33,0.71,0.57,0.29
cg00002216,Gene3881,Y,70082192,70082192,-,0.08,0.84,0.05,0.85,0.55,0.56,0.48,0.74,0.59,0.85,0.75,0.42,0.33,0.17,0.65,0.7,0.51,0.68,0.44,0.3,0.31,NA,0.53,0.62,0.56,0.05,0.39,0.58,0.29,NA,0.96,0.85,0.16,0.19,0.48,0.48,0.28,0.51,0.98,0.4,0.36,0.95,NA,0.39,0.35,0.69,0.16,0.52,0.87,0.25
cg00002217,Gene59,15,98865856,98865856,-,0.3,0.38,0.03,0.49,0.41,0.94,0.53,0.83,0.21,0.42,0.86,0.39,0.9,0.71,0.77,0.51,0.72,0.9,0.63,0.0,0.22,1.0,0.79,0.19,0.55,0.87,0.93,0.04,0.19,0.6,0.52,0.59,0.76,0.52,0.99,0.37,0.62,0.78,0.77,0.03,0.36,0.56,0.25,0.61,0.33,0.53,0.76,0.74,0.57,0.23
cg00002218,Gene2576,2,28499367,28499367,-,0.8,0.19,0.23,0.65,0.03,0.86,0.51,0.08,0.55,0.21,0.74,0.25,0.31,0.51,0.64,0.85,0.46,0.68,0.12,0.17,NA,0.71,0.28,0.63,0.51,0.2,0.47,0.46,0.87,0.62,0.36,0.52,0.2,0.53,0.09,0.92,0.79,0.21,0.8,0.92,0.02,0.39,0.18,0.43,0.99,0.57,0.0,0.46,0.48,0.82
cg00002219,Gene4960,2,40351375,40351375,-,0.62,0.97,0.86,0.71,0.35,0.89,0.69,0.91,0.8,0.22,0.23,0.74,0.6,0.59,0.79,0.39,0.33,0.87,1.0,0.02,0.71,0.87,0.77,0.92,0.98,0.46,0.93,0.86,0.51,0.79,0.77,0.96,0.31,0.25,0.52,0.94,0.69,0.34,0.73,0.82,0.67,0.75,0.29,0.32,NA,0.89,0.49,0.97,0.52,0.1
cg00002220,Gene274,19,23611739,23611739,+,0.2,0.15,0.86,0.29,NA,0.42,0.49,0.44,0.86,0.58,0.64,0.01,0.18,0.54,0.21,0.45,0.68,0.84,0.74,0.83,0.96,0.59,0.95,0.7,0.02,0.68,0.68,0.27,0.83,0.59,0.56,0.73,0.7,0.78,0.99,0.6,NA,0.12,0.89,0.18,0.01,0.94,0.97,0.88,0.85,0.09,0.1,0.49,0.63,0.64
cg00002221,Gene591,16,79963230,79963230,-,0.17,0.62,0.92,0.67,0.66,0.7,0.43,0.78,0.08,0.76,0.25,0.32,0.76,0.58,0.98,0.85,0.46,0.3,0.26,0.46,0.66,0.35,0.52,0.78,0.97,0.25,0.16,0.46,0.65,0.03,0.39,0.23,0.61,0.13,0.4,0.89,0.62,0.58,0.45,0.3,0.92,NA,0.3,0.81,0.72,NA,0.96,0.88,0.32,0.34
cg00002222,Gene4862,5,96608998,96608998,+,0.03,0.7,0.23,0.81,0.72,0.18,0.83,0.72,0.65,0.6,0.83,0.35,0.44,0.58,0.26,0.81,0.39,0.27,0.62,0.73,0.71,0.14,NA,0.46,0.03,0.3,0.71,NA,0.19,0.52,0.94,0.78,0.42,0.66,0.27,0.09,0.56,0.57,0.22,NA,0.68,0.48,0.44,0.95,0.13,0.1,0.1,0.2,0.47,0.76
cg00002223,Gene3660,21,62729404,62729404,-,0.6,0.28,0.44,0.56,0.14,NA,0.87,0.15,0.98,0.14,0.59,0.87,0.72,0.62,0.55,0.71,NA,0.48,0.62,0.65,0.92,0.64,0.24,NA,0.74,0.81,0.64,0.69,0.21,0.43,0.96,0.52,0.03,0.42,0.46,0.93,0.38,0.34,0.82,0.72,0.5,0.86,0.52,0.83,0.2,0.82,0.58,0.23,0.27,0.19
cg00002224,Gene4779,9,3223849,3223849,-,0.9,0.14,0.11,0.8,0.69,0.52,0.01,0.43,0.87,0.51,1.0,0.56,0.43,0.8,0.4,NA,0.6,0.73,0.68,0.5,0.18,0.16,0.73,0.27,0.39,0.98,0.14,0.39,0.37,0.02,0.23,NA,0.72,0.79,0.86,0.03,0.6,0.12,0.53,0.97,0.55,1.0,0.46,0.7,0.26,0.71,0.59,0.05,0.96,0.47
cg00002225,Gene1661,16,23750777,23750777,-,0.56,0.11,NA,NA,0.62,0.22,0.71,0.38,0.54,0.31,NA,0.85,0.57,0.59,0.78,0.32,0.84,0.44,0.26,0.73,NA,0.77,0.56,0.88,0.54,0.91,0.45,0.91,0.02,0.66,0.59,0.12,0.16,0.55,0.31,0.93,0.49,0.22,0.65,0.58,0.03,0.26,0.15,0.02,0.9,0.52,0.08,0.68,0.5,0.93
cg00002226,Gene313,Y,85442385,85442385,+,0.41,0.1,0.75,0.49,NA,NA,0.14,0.96,0.97,0.29,0.01,0.03,0.01,0.36,0.56,0.55,0.7,0.57,0.99,0.9,NA,0.65,0.35,0.79,0.64,0.54,0.14,0.56,0.81,0.08,0.21,0.45,0.32,0.77,0.98,0.27,0.14,0.73,0.97,1.0,0.43,0.05,0.61,0.27,0.36,NA,0.26,0.21,0.47,NA
cg00002227,Gene3327,18,34269275,34269275,-,0.78,0.82,0.07,0.06,0.81,0.3,0.24,0.55,0.73,0.1,0.33,0.5,NA,0.46,0.28,0.73,0.3,0.33,0.53,0.27,0.08,0.22,0.75,0.28,0.7,0.12,0.04,0.14,0.22,0.14,0.53,0.94,0.09,NA,0.83,0.48,0.25,0.42,0.8,0.17,0.35,0.62,0.28,0.33,0.61,NA,0.42,0.86,0.85,0.53
cg00002228,Gene1250,4,88196170,88196170,-,0.61,0.16,0.69,0.14,0.48,0.57,0.67,0.13,0.59,0.63,0.52,0.73,0.87,0.74,0.2,0.58,0.08,0.74,0.93,0.18,0.36,0.22,0.27,0.28,0.96,0.95,NA,0.3,0.72,0.64,0.76,0.22,0.46,0.3,0.49,0.83,0.6,0.49,0.3,0.77,0.11,0.57,0.35,0.6,0.13,0.77,0.67,0.08,NA,0.45
cg00002229,Gene2624,12,16640234,16640234,+,0.29,0.62,0.41,0.15,0.09,0.14,0.54,0.62,0.63,0.98,0.81,0.43,0.94,0.39,0.26,0.04,0.95,0.83,0.16,0.42,0.48,0.42,1.0,0.87,0.95,NA,0.52,0.19,0.65,0.72,0.56,0.87,0.17,0.58,0.01,0.06,0.96,0.67,0.21,0.11,0.83,NA,0.83,0.09,0.97,0.42,0.48,0.5,0.81,0.21
cg00002230,Gene4673,5,39817203,39817203,-,0.45,0.2,0.53,0.09,0.36,0.1,0.66,0.35,NA,0.28,0.38,0.09,0.44,0.52,0.47,0.84,0.18,0.77,0.6,0.62,0.34,0.07,0.69,0.5,0.18,0.56,0.76,0.16,0.42,0.19,0.97,0.34,0.91,NA,0.0,0.99,0.56,0.98,0.3,0.13,0.71,0.49,0.21,0.9,0.69,0.03,0.37,0.7,0.4,0.82
cg00002231,Gene1104,18,24551620,24551620,-,NA,0.78,0.29,0.92,0.08,0.13,0.86,0.81,0.02,0.48,0.98,0.25,0.32,0.96,0.0,0.02,0.5,0.87,0.22,0.76,0.46,0.0,0.83,NA,NA,0.24,0.24,0.53,0.97,0.17,0.35,0.01,0.61,0.77,0.32,0.24,0.02,0.76,0.23,0.25,0.52,0.29,0.51,0.42,0.46,0.69,0.55,0.66,0.5,NA
cg00002232,Gene82,21,95890421,95890421,-,0.0,0.15,0.64,0.43,0.28,0.97,0.67,0.74,0.17,0.09,0.97,0.34,0.73,0.54,0.07,0.01,0.09,0.09,0.53,0.62,0.15,0.52,0.12,0.86,0.53,0.03,0.46,0.94,0.18,0.27,0.99,0.63,0.43,0.83,0.1,0.53,NA,0.17,0.04,0.72,0.67,0.79,0.69,0.74,0.13,0.79,0.11,0.23,0.9,NA
cg00002233,Gene4377,10,3081906,3081906,-,0.47,0.97,0.19,0.25,0.41,0.68,0.11,0.19,0.98,0.57,0.34,0.86,1.0,0.83,0.2,0.35,0.79,NA,0.34,0.43,0.3,0.3,0.3,0.95,0.42,0.95,0.56,0.69,0.48,0.26,0.71,0.55,0.75,0.83,0.48,0.97,0.54,0.35,0.35,0.39,0.5,0.45,0.96,0.28,0.69,0.42,0.49,0.64,0.73,0.07
cg00002234,Gene3739,5,14282798,14282798,+,0.7,0.85,0.21,0.87,0.28,0.25,0.54,0.08,0.24,0.04,0.28,0.03,0.05,0.74,0.7,0.66,0.79,0.26,0.9,0.44,0.89,0.56,0.9,0.2,0.18,0.61,0.45,0.86,0.21,0.13,0.32,0.47,0.21,0.87,0.17,0.57,0.36,0.32,0.3,0.3,0.99,0.19,0.37,0.58,0.2,0.01,0.47,0.14,0.24,0.76
cg00002235,Gene3781,18,49638003,49638003,+,0.36,0.52,0.99,0.69,0.14,0.49,0.28,0.52,0.82,0.79,0.9,0.41,0.11,0.36,0.21,0.11,0.71,0.36,0.92,0.13,0.1,0.29,0.93,0.06,0.12,0.33,0.31,0.11,0.46,0.56,0.47,0.26,0.6,0.18,0.05,0.74,0.06,0.95,0.42,0.51,0.58,0.74,0.23,0.03,0.16,0.66,0.68,0.71,0.11,0.11
cg00002236,Gene2680,3,22231348,22231348,-,0.96,0.75,0.71,0.59,0.48,NA,0.5,0.71,NA,0.02,0.38,0.19,0.52,0.74,0.67,0.26,0.41,0.89,0.05,0.89,0.79,0.51,0.9,0.17,0.31,0.91,0.3,0.48,0.43,0.13,0.09,0.39,0.2,0.42,0.89,0.08,0.35,0.13,0.53,0.29,0.28,0.77,0.1,0.82,0.56,0.39,0.16,0.02,0.56,0.98
cg00002237,Gene4754,20,7628127,7628127,-,0.49,0.1,0.89,0.96,0.23,0.43,0.01,0.94,NA,NA,0.38,0.2,0.7,0.73,0.02,0.66,0.32,NA,0.3,NA,0.75,0.97,0.62,0.98,0.52,0.95,0.27,0.98,0.0,0.65,0.83,0.38,0.57,0.83,0.5,0.27,0.54,NA,0.62,0.65,0.9,0.64,0.69,0.38,0.97,0.13,0.43,0.73,0.9,0.86
cg00002238,Gene3031,19,52351180,52351180,+,0.47,0.74,0.51,0.86,0.56,0.87,0.24,0.34,0.51,0.5,0.8,0.96,0.8,0.19,0.71,0.47,0.01,0.39,NA,0.32,0.93,0.64,0.74,0.99,0.54,0.79,0.91,NA,0.11,0.52,0.61,0.18,0.83,0.02,0.03,0.8,0.34,0.13,0.94,0.3,NA,0.86,0.72,1.0,0.35,0.9,0.38,0.28,0.41,0.11
cg00002239,Gene1345,17,83762034,83762034,-,0.8,NA,0.54,0.87,0.82,0.79,0.73,0.1,0.81,0.0,0.24,0.66,0.23,0.55,0.34,0.93,0.52,0.27,0.95,0.07,0.41,0.04,0.63,0.91,0.6,0.77,0.59,0.57,0.17,0.76,0.97,0.74,0.79,0.55,0.11,NA,0.97,0.38,0.61,0.01,0.22,0.49,0.42,NA,0.3,0.99,0.39,0.64,0.37,0.95
cg00002240,Gene4613,3,49561266,49561266,+,0.92,0.68,0.77,0.58,0.97,0.08,0.06,0.83,0.0,0.21,0.45,0.72,0.27,0.69,0.88,0.21,0.22,0.25,0.87,0.62,0.47,0.67,0.96,0.6,0.38,NA,0.15,NA,0.25,0.45,0.72,0.31,0.51,0.09,0.77,0.57,0.92,0.02,0.79,0.07,0.96,0.08,0.88,0.94,0.37,0.8,0.02,0.91,0.56,0.83
cg00002241,Gene2425,4,79494901,79494901,-,0.25,0.46,0.35,0.76,0.43,0.94,0.52,0.68,0.24,0.83,0.4,0.47,0.21,0.83,0.38,0.62,0.45,0.85,0.99,0.57,0.07,0.77,0.45,0.1,0.86,0.16,0.38,0.41,0.85,0.1,0.79,0.79,0.82,0.5,0.69,0.3,0.54,0.19,0.93,0.7,0.93,0.78,0.84,0.84,0.27,0.61,0.07,0.24,0.85,0.86
cg00002242,Gene174,8,63033161,63033161,+,0.4,0.81,0.65,0.42,0.83,0.77,0.97,0.22,0.52,0.53,0.29,0.61,0.97,0.15,0.76,0.55,0.21,0.4,0.1,0.95,0.71,0.24,0.26,0.97,0.02,NA,0.5,0.16,0.42,0.44,1.0,0.65,0.22,0.94,0.97,0.85,NA,0.8,0.76,0.66,0.65,0.26,0.47,0.8,0.92,0.21,0.87,0.16,0.16,NA
cg00002243,Gene957,13,57045298,57045298,+,0.43,0.42,NA,0.62,0.28,0.97,0.71,0.72,0.25,0.74,0.57,0.51,0.84,0.88,0.52,0.42,0.04,0.59,0.87,0.47,0.65,0.56,0.6,1.0,0.2,0.33,0.25,0.54,0.68,0.82,0.98,0.03,NA,0.99,0.55,0.19,0.27,0.43,0.68,0.33,0.57,0.61,0.33,0.76,0.96,0.76,0.92,NA,0.97,0.17
